"file","brand","slot","scene","source","sha256_12"
"chidashi_clean_double_packshot_f81cba695c11.png","赤大师","top1","clean double packshot","赤大师（1）\微信图片_20260516113846_13671_3.png","f81cba695c11"
"chidashi_clean_packshot_76be66bfd5a5.png","赤大师","top1","纯白背景产品图","image_081_56793b9724d68dae.png","76be66bfd5a5"
"chidashi_desert_camel_packshot_985bf7315a08.png","赤大师","top1","沙漠骆驼产品图","image_001_1e9e0a090138164e.png","985bf7315a08"
"chidashi_desert_camel_scene_566ed9504594.png","赤大师","top1","沙漠骆驼场景","image_044_51371b2c0d04b5de.png","566ed9504594"
"chidashi_desert_packshot_6d6b1002acec.png","赤大师","top1","沙漠产品图","image_066_e8358c9c1451b1da.png","6d6b1002acec"
"chidashi_double_can_breakfast_32e645927420.png","赤大师","top1","double can breakfast","赤大师（1）\微信图片_20260516113905_13672_3.png","32e645927420"
"chidashi_ethnic_milk_pouring_31440b74696a.png","赤大师","top1","民族场景冲调驼奶","image_068_047ef4e2853fb12d.png","31440b74696a"
"chidashi_family_breakfast_440c29f96e62.png","赤大师","top1","family breakfast","赤大师（1）\微信图片_20260413144419_4854_127.png","440c29f96e62"
"chidashi_family_meal_b2ecd0118a19.png","赤大师","top1","家庭用餐场景","image_059_f3292d2c1b9756fa.png","b2ecd0118a19"
"chidashi_fitness_scene_65d031db2b7e.png","赤大师","top1","运动健身场景","image_022_404d5605b08741be.png","65d031db2b7e"
"chidashi_fruit_breakfast_packshot_98116e816f29.png","赤大师","top1","水果早餐产品图","image_014_041a684626d9c631.png","98116e816f29"
"chidashi_gift_pack_group_48de4a57c370.png","赤大师","top1","gift pack group","赤大师（1）\微信图片_20260526111323_13894_3.png","48de4a57c370"
"chidashi_kitchen_milk_packshot_f0de93015cf7.png","赤大师","top1","厨房牛奶产品图","image_055_5fa0b804b0723360.png","f0de93015cf7"
"chidashi_kitchen_packshot_3a7966776e2c.png","赤大师","top1","厨房产品图","image_038_309c31a128756b3e.png","3a7966776e2c"
"chidashi_low_temperature_process_card_386e73ee5086.png","赤大师","top1","低温工艺卡片","image_075_6453014e42c7baa3.png","386e73ee5086"
"chidashi_low_temperature_process_infographic_2727dd871ae5.png","赤大师","top1","低温工艺信息图","image_013_4433e40c3f14aab2.png","2727dd871ae5"
"chidashi_office_double_packshot_03513db2e2b9.png","赤大师","top1","办公室双罐产品图","image_008_590f8b7764a7f5cb.png","03513db2e2b9"
"chidashi_office_packshot_b028c8aef802.png","赤大师","top1","办公室产品图","image_070_a152651edd60a400.png","b028c8aef802"
"chidashi_packshot_dolls_efb453925720.png","赤大师","top1","packshot dolls","赤大师（1）\微信图片_20260516113608_13665_3.png","efb453925720"
"chidashi_pasture_double_packshot_c19880d6ced7.png","赤大师","top1","牧场双罐产品图","image_057_9d5da08c6298f2f2.png","c19880d6ced7"
"chidashi_pasture_source_7f39f707299b.png","赤大师","top1","pasture source","赤大师（1）\微信图片_20260526111119_13888_3.png","7f39f707299b"
"chidashi_picnic_packshot_2f8a49bc4c67.png","赤大师","top1","野餐产品图","image_018_f489e12e3733d341.png","2f8a49bc4c67"
"chidashi_powder_camel_scene_74022bf56093.png","赤大师","top1","powder camel scene","赤大师（1）\微信图片_20260416144554_4958_127.png","74022bf56093"
"chidashi_senior_breakfast_651399c3a2a1.png","赤大师","top1","senior breakfast","赤大师（1）\微信图片_20260413144627_4856_127.png","651399c3a2a1"
"chidashi_senior_home_gift_box_b6872d656b97.png","赤大师","top1","老人居家礼盒","image_047_d062238a412c18f6.png","b6872d656b97"
"chidashi_senior_park_scene_91642c331ea5.png","赤大师","top1","老人公园场景","image_078_fff5d19ce52d5e4f.png","91642c331ea5"
"chidashi_snow_mountain_packshot_5bc2e284df04.png","赤大师","top1","雪山产品图","image_026_9c65b5a4c656b729.png","5bc2e284df04"
"chidashi_traditional_room_double_packshot_8383f49800bc.png","赤大师","top1","传统室内双罐产品图","image_012_f758205363a38b17.png","8383f49800bc"
"chidashi_vintage_still_life_da137356e247.png","赤大师","top1","vintage still life","赤大师（1）\微信图片_20260509113119_13586_3.png","da137356e247"
"chidashi_young_reader_0997306242d8.png","赤大师","top1","young reader","赤大师（1）\微信图片_20260413144846_4859_127.png","0997306242d8"
"chidashi_yurt_lifestyle_7fec983d3ca9.png","赤大师","top1","yurt lifestyle","赤大师（1）\微信图片_20260509112951_13580_3.png","7fec983d3ca9"
"dishesi_afternoon_tea_packshot_71ab545d8291.png","迪奢思","top2","下午茶产品图","image_024_97175e943077df71.png","71ab545d8291"
"dishesi_balcony_packshot_e169a35a4f6a.png","迪奢思","top2","阳台产品图","image_049_fa68be7d7e623407.png","e169a35a4f6a"
"dishesi_breakfast_eggs_packshot_9f90e49f0544.png","迪奢思","top2","鸡蛋早餐产品图","image_058_1eaa2dce73a141c6.png","9f90e49f0544"
"dishesi_camel_source_8dfb94871f55.png","迪奢思","top2","camel source","迪奢思\微信图片_20260416143702_4950_127.png","8dfb94871f55"
"dishesi_camping_packshot_0f60f8bd4ea5.png","迪奢思","top2","camping packshot","迪奢思\微信图片_20260516114403_13681_3.png","0f60f8bd4ea5"
"dishesi_double_can_breakfast_0a1f683023e7.png","迪奢思","top2","双罐早餐产品图","image_065_809a970b853234c1.png","0a1f683023e7"
"dishesi_double_can_kitchen_cff65466fdd7.png","迪奢思","top2","厨房双罐产品图","image_076_ab4b4105947ef353.png","cff65466fdd7"
"dishesi_gift_box_packshot_e300e852c7e3.png","迪奢思","top2","礼盒产品图","image_010_0c255acebf42d26e.png","e300e852c7e3"
"dishesi_kitchen_milk_4f98eca83958.png","迪奢思","top2","kitchen milk","迪奢思\微信图片_20260512150345_13620_3.png","4f98eca83958"
"dishesi_living_room_gift_box_8d38cec00ac5.png","迪奢思","top2","客厅礼盒产品图","image_032_26c26ae9777c4e76.png","8d38cec00ac5"
"dishesi_mother_child_d7bb662df8a4.png","迪奢思","top2","mother child","迪奢思\d7105d50b5084f7384c207464fa1f5fe.jpeg~tplv-a9rns2rl98-image_pre_watermark_1_5b.png","d7bb662df8a4"
"dishesi_night_reading_packshot_f86fd4d012e2.png","迪奢思","top2","夜间阅读产品图","image_072_ca75f038daebe2df.png","f86fd4d012e2"
"dishesi_office_coffee_5e4a3f43652f.png","迪奢思","top2","office coffee","迪奢思\微信图片_20260416143206_4943_127.png","5e4a3f43652f"
"dishesi_outdoor_breakfast_b943b37c9a5b.png","迪奢思","top2","outdoor breakfast","迪奢思\微信图片_20260414134801_13371_3.png","b943b37c9a5b"
"dishesi_outdoor_gift_set_0ce84e6dc065.png","迪奢思","top2","户外礼盒产品图","image_045_98a16c2a7dc77fd8.png","0ce84e6dc065"
"dishesi_pasture_blueberry_packshot_65d46255cb04.png","迪奢思","top2","牧场蓝莓产品图","image_041_fd54f9b2376af3a7.png","65d46255cb04"
"dishesi_pasture_milk_packshot_3a357822791a.png","迪奢思","top2","牧场牛奶产品图","image_028_6a150f719dfd26d0.png","3a357822791a"
"dishesi_pasture_packshot_53af0af22a0b.png","迪奢思","top2","牧场产品图","image_016_37c6b8f203814de0.png","53af0af22a0b"
"dishesi_picnic_packshot_8e26f58c606f.png","迪奢思","top2","野餐产品图","image_061_6050bf151311faff.png","8e26f58c606f"
"dishesi_powder_still_life_5b03cd41adf6.png","迪奢思","top2","powder still life","迪奢思\微信图片_20260512150633_13622_3.png","5b03cd41adf6"
"dishesi_reading_still_life_3bf9eba2694c.png","迪奢思","top2","reading still life","迪奢思\微信图片_20260527104632_13986_3.png","3bf9eba2694c"
"dishesi_senior_social_4ab39eba7649.png","迪奢思","top2","senior social","迪奢思\微信图片_20260414134801_13372_3.png","4ab39eba7649"
"dishesi_senior_woman_drinking_ac43453aedf2.png","迪奢思","top2","老年女性饮用场景","image_020_22efe319785b7a8e.png","ac43453aedf2"
"dishesi_study_desk_packshot_998aee3ade1d.png","迪奢思","top2","书桌产品图","image_083_6a2ffc2b9527fd5a.png","998aee3ade1d"
"dishesi_tea_table_packshot_7d0fc8573609.png","迪奢思","top2","茶桌产品图","image_003_66817a56c4a49e3e.png","7d0fc8573609"
"dishesi_traditional_tea_packshot_3e21ba1d3242.png","迪奢思","top2","传统茶桌产品图","image_056_5183c1c9a1e9d108.png","3e21ba1d3242"
"dishesi_window_dried_grass_packshot_5bd6ce0720f1.png","迪奢思","top2","窗边干草产品图","image_053_bedc693da0daef6d.png","5bd6ce0720f1"
"dishesi_window_milk_a3f6c82305fb.png","迪奢思","top2","window milk","迪奢思\bf41e7c4e794471ba75598727d6f033f.jpeg~tplv-a9rns2rl98-image_pre_watermark_1_5b.png","a3f6c82305fb"
"liutuo_balcony_scene_72e8ed80bc9a.png","六驼","top3","balcony scene","六驼\微信图片_20260523143259_13777_3.png","72e8ed80bc9a"
"liutuo_bedroom_study_11f729abbd7e.png","六驼","top3","卧室学习场景","image_042_267305a0435324d4.png","11f729abbd7e"
"liutuo_bedtime_reading_f20da6a7403a.png","六驼","top3","睡前阅读场景","image_037_0450c6dd69288888.png","f20da6a7403a"
"liutuo_blocks_play_550977dad865.png","六驼","top3","blocks play","六驼\微信图片_20260523143259_13778_3.png","550977dad865"
"liutuo_bookshelf_packshot_89196dea81e1.png","六驼","top3","书架产品图","image_004_1a7796cd141ca623.png","89196dea81e1"
"liutuo_boy_online_learning_2af871f4f144.png","六驼","top3","男孩在线学习","image_017_44f1b4e7d7f6c2ef.png","2af871f4f144"
"liutuo_breakfast_packshot_f8a316b79939.png","六驼","top3","早餐产品图","image_033_cd84c60ce6ef8839.png","f8a316b79939"
"liutuo_breakfast_table_fd8de9361fdf.png","六驼","top3","breakfast table","六驼\微信图片_20260523143259_13776_3.png","fd8de9361fdf"
"liutuo_breakfast_table_packshot_39bbdeba670c.png","六驼","top3","早餐桌产品图","image_084_5e76e0373e117f2b.png","39bbdeba670c"
"liutuo_child_blocks_f08af6aa471b.png","六驼","top3","child blocks","六驼\微信图片_20260525130847_13812_3.png","f08af6aa471b"
"liutuo_child_blocks_scene_449e5e3fc294.png","六驼","top3","儿童积木场景","image_062_7e9cadc7550c4eb0.png","449e5e3fc294"
"liutuo_child_library_13ddaf5b9e63.png","六驼","top3","child library","六驼\微信图片_20260525130847_13814_3.png","13ddaf5b9e63"
"liutuo_child_toy_scene_46af6248aef2.png","六驼","top3","儿童玩具场景","image_029_e045ad0a94da39d9.png","46af6248aef2"
"liutuo_children_blocks_scene_d2c1da62b670.png","六驼","top3","儿童积木场景","image_040_b6239975d309fe7b.png","d2c1da62b670"
"liutuo_children_outdoor_play_ee44a6ce24a0.png","六驼","top3","儿童户外玩耍","image_007_e6004f696bd2a7b1.png","ee44a6ce24a0"
"liutuo_family_blocks_scene_b8e01f56dc49.png","六驼","top3","家庭积木场景","image_054_868223fed0c5e740.png","b8e01f56dc49"
"liutuo_family_reading_5e6e0a5d6b16.png","六驼","top3","family reading","六驼\微信图片_20260523143259_13783_3.png","5e6e0a5d6b16"
"liutuo_girl_study_desk_a6d33443f47f.png","六驼","top3","女孩书桌学习","image_011_8ce088b1bb450a2f.png","a6d33443f47f"
"liutuo_homework_scene_8127f086fae7.png","六驼","top3","homework scene","六驼\微信图片_20260525130956_13821_3.png","8127f086fae7"
"liutuo_kitchen_packshot_b74125451a28.png","六驼","top3","厨房产品图","image_073_ac1ec118c5d7b2a6.png","b74125451a28"
"liutuo_kite_picnic_69d98cd463af.png","六驼","top3","kite picnic","六驼\微信图片_20260525130849_13820_3.png","69d98cd463af"
"liutuo_learning_desk_c4443b49475d.png","六驼","top3","学习桌产品图","image_021_35744f9c9f000394.png","c4443b49475d"
"liutuo_library_scene_ab1a4b0dbcba.png","六驼","top3","library scene","六驼\微信图片_20260525131202_13825_3.png","ab1a4b0dbcba"
"liutuo_living_room_packshot_847d4803b19c.png","六驼","top3","客厅产品图","image_025_df403b1ae2759cad.png","847d4803b19c"
"liutuo_parent_child_reading_1034c2f32dae.png","六驼","top3","亲子阅读场景","image_046_6462fec7ceb9436d.png","1034c2f32dae"
"liutuo_picnic_scene_d77d2f68ee6c.png","六驼","top3","picnic scene","六驼\微信图片_20260523143259_13781_3.png","d77d2f68ee6c"
"liutuo_schoolgirl_classroom_d5284ceabdcd.png","六驼","top3","女学生教室场景","image_080_91a5f4a22b0e417d.png","d5284ceabdcd"
"liutuo_spring_picnic_80ca0cfa2013.png","六驼","top3","春日野餐场景","image_077_bd2a793f22092f70.png","80ca0cfa2013"
"liutuo_study_desk_99204880bf25.png","六驼","top3","study desk","六驼\微信图片_20260523143258_13775_3.png","99204880bf25"
"liutuo_sunny_balcony_packshot_9f7ac39b9449.png","六驼","top3","阳光阳台产品图","image_050_d8c29c89b2022354.png","9f7ac39b9449"
"liutuo_toy_room_2e9a6b74c4d9.png","六驼","top3","toy room","六驼\微信图片_20260523143259_13780_3.png","2e9a6b74c4d9"
